date,location,station_reference,temperature_avg_c,temperature_min_c,temperature_max_c,dew_point_c,relative_humidity_pct,precipitation_mm,snow_depth_mm,wind_direction_deg,wind_speed_kmh,peak_wind_gust_kmh,sea_level_pressure_hpa,sunshine_minutes,cloud_cover_okta,visibility_m,weather_condition_code,temperature_range_c,pressure_change_hpa,rainfall_3day_mm,rainfall_7day_mm,next_day_temperature_c
2016-01-01,"Yangon, Myanmar",Yangon International Airport (VYYY),25.47,21.89,30.49,22.01,85.4,0.0,0,179.0,9.72,10.59,1011.36,457.0,2.4,10091.0,1,8.6,-4.59,0.0,0.0,22.61
2016-01-02,"Yangon, Myanmar",Yangon International Airport (VYYY),22.61,18.94,26.92,18.48,90.1,0.0,0,247.0,10.58,12.95,1016.0,371.0,2.9,10464.0,1,7.97,4.65,0.0,0.0,23.46
2016-01-03,"Yangon, Myanmar",Yangon International Airport (VYYY),23.46,20.41,27.22,20.12,86.4,0.0,0,179.0,11.8,16.92,1010.63,606.0,2.2,11471.0,1,6.81,-5.38,0.0,0.0,23.54
2016-01-04,"Yangon, Myanmar",Yangon International Airport (VYYY),23.54,20.51,28.56,20.55,77.0,0.0,0,190.0,8.5,12.14,1013.42,496.0,2.7,8854.0,1,8.05,2.79,0.0,0.0,25.25
2016-01-05,"Yangon, Myanmar",Yangon International Airport (VYYY),25.25,21.8,31.15,20.68,81.9,0.0,0,313.0,6.12,12.09,1012.79,470.0,2.2,7475.0,1,9.35,-0.63,0.0,0.0,22.9
2016-01-06,"Yangon, Myanmar",Yangon International Airport (VYYY),22.9,20.23,28.14,21.14,83.5,0.0,0,195.0,8.59,10.95,1014.82,451.0,2.0,11120.0,1,7.91,2.03,0.0,0.0,24.3
2016-01-07,"Yangon, Myanmar",Yangon International Airport (VYYY),24.3,20.85,29.41,22.11,82.4,0.0,0,197.0,7.75,10.22,1008.91,453.0,0.0,11921.0,1,8.57,-5.91,0.0,0.0,25.01
2016-01-08,"Yangon, Myanmar",Yangon International Airport (VYYY),25.01,21.07,28.98,22.2,83.6,0.0,0,207.0,4.07,8.58,1011.55,504.0,2.8,9980.0,1,7.91,2.64,0.0,0.0,25.08
2016-01-09,"Yangon, Myanmar",Yangon International Airport (VYYY),25.08,22.36,29.52,21.55,68.0,0.0,0,169.0,6.4,7.33,1010.0,461.0,0.9,9009.0,1,7.15,-1.55,0.0,0.0,23.57
2016-01-10,"Yangon, Myanmar",Yangon International Airport (VYYY),23.57,19.34,28.05,20.76,90.5,0.0,0,227.0,9.1,12.29,1010.11,544.0,0.4,9618.0,1,8.71,0.11,0.0,0.0,25.06
2016-01-11,"Yangon, Myanmar",Yangon International Airport (VYYY),25.06,21.68,30.82,22.12,84.1,0.0,0,206.0,8.24,10.19,1013.32,568.0,1.5,11142.0,1,9.14,3.22,0.0,0.0,25.55
2016-01-12,"Yangon, Myanmar",Yangon International Airport (VYYY),25.55,22.07,30.51,19.76,73.0,0.0,0,174.0,8.93,13.03,1012.05,514.0,2.8,10863.0,1,8.44,-1.28,0.0,0.0,23.81
2016-01-13,"Yangon, Myanmar",Yangon International Airport (VYYY),23.81,19.24,28.92,21.62,87.7,0.0,0,161.0,8.57,8.71,1011.84,465.0,1.2,9665.0,1,9.68,-0.21,0.0,0.0,25.99
2016-01-14,"Yangon, Myanmar",Yangon International Airport (VYYY),25.99,22.39,30.63,23.24,83.2,0.0,0,213.0,8.35,11.25,1012.88,,1.7,11180.0,1,8.24,1.04,0.0,0.0,25.07
2016-01-15,"Yangon, Myanmar",Yangon International Airport (VYYY),25.07,21.03,30.71,22.92,77.8,0.0,0,182.0,6.77,8.39,1011.55,483.0,3.0,10511.0,1,9.68,-1.34,0.0,0.0,24.37
2016-01-16,"Yangon, Myanmar",Yangon International Airport (VYYY),24.37,19.79,28.8,22.09,84.6,0.0,0,205.0,8.21,9.52,1010.57,433.0,1.2,9519.0,1,9.01,-0.98,0.0,0.0,24.44
2016-01-17,"Yangon, Myanmar",Yangon International Airport (VYYY),24.44,21.3,28.91,20.15,83.8,0.0,0,202.0,8.14,9.77,,475.0,1.9,8369.0,1,7.62,1.8,0.0,0.0,23.94
2016-01-18,"Yangon, Myanmar",Yangon International Airport (VYYY),23.94,19.9,29.46,21.52,79.2,0.0,0,235.0,9.32,9.86,1010.66,446.0,2.4,9688.0,1,9.56,-1.7,0.0,0.0,23.66
2016-01-19,"Yangon, Myanmar",Yangon International Airport (VYYY),23.66,19.06,28.28,23.6,82.2,0.0,0,183.0,8.53,9.09,1012.92,615.0,1.7,13123.0,1,9.22,2.26,0.0,0.0,24.4
2016-01-20,"Yangon, Myanmar",Yangon International Airport (VYYY),24.4,20.18,30.87,22.62,74.9,0.0,0,189.0,8.54,15.26,1007.38,364.0,2.6,10161.0,1,10.69,-5.54,0.0,0.0,24.43
2016-01-21,"Yangon, Myanmar",Yangon International Airport (VYYY),24.43,20.39,29.65,20.28,79.1,0.0,0,231.0,5.76,8.62,1014.56,630.0,4.1,9615.0,3,9.27,7.17,0.0,0.0,23.7
2016-01-22,"Yangon, Myanmar",Yangon International Airport (VYYY),23.7,19.9,28.65,21.67,74.4,0.0,0,175.0,7.25,10.34,1012.31,463.0,2.7,11088.0,1,8.75,-2.24,0.0,0.0,25.76
2016-01-23,"Yangon, Myanmar",Yangon International Airport (VYYY),25.76,21.23,31.98,22.42,85.3,0.0,0,246.0,4.13,9.1,1012.52,440.0,2.7,10307.0,1,10.75,0.2,0.0,0.0,24.47
2016-01-24,"Yangon, Myanmar",Yangon International Airport (VYYY),24.47,21.53,30.08,21.66,60.3,0.0,0,276.0,,15.42,1013.07,442.0,0.0,8390.0,1,8.55,0.55,0.0,0.0,25.24
2016-01-25,"Yangon, Myanmar",Yangon International Airport (VYYY),25.24,22.14,30.43,21.76,74.2,0.0,0,180.0,8.03,9.78,1014.28,320.0,3.7,9867.0,1,8.29,1.22,0.0,0.0,25.57
2016-01-26,"Yangon, Myanmar",Yangon International Airport (VYYY),25.57,22.02,30.0,24.49,81.4,0.0,0,232.0,4.44,5.58,1014.44,443.0,3.0,9377.0,1,7.99,0.16,0.0,0.0,23.44
2016-01-27,"Yangon, Myanmar",Yangon International Airport (VYYY),23.44,20.04,29.42,21.09,79.3,30.05,0,265.0,7.14,8.99,1015.44,408.0,,5910.0,25,9.38,0.99,30.05,30.05,25.2
2016-01-28,"Yangon, Myanmar",Yangon International Airport (VYYY),25.2,20.76,30.34,21.41,74.7,0.0,0,277.0,10.35,,1012.55,403.0,2.9,10097.0,1,9.58,-2.88,30.05,30.05,24.88
2016-01-29,"Yangon, Myanmar",Yangon International Airport (VYYY),24.88,20.77,29.7,20.49,77.8,0.0,0,113.0,6.14,7.13,1015.16,496.0,1.7,9268.0,1,8.94,2.6,30.05,30.05,23.18
2016-01-30,"Yangon, Myanmar",Yangon International Airport (VYYY),23.18,19.28,28.12,19.24,84.6,0.0,0,198.0,4.91,6.12,1014.19,410.0,0.2,10775.0,1,8.84,-0.97,0.0,30.05,25.8
2016-01-31,"Yangon, Myanmar",Yangon International Airport (VYYY),25.8,21.73,31.14,22.49,78.4,0.0,0,218.0,10.37,16.44,1014.57,367.0,3.1,11162.0,1,9.42,0.38,0.0,30.05,24.88
2016-02-01,"Yangon, Myanmar",Yangon International Airport (VYYY),24.88,21.09,29.18,21.86,82.4,0.0,0,217.0,7.3,12.78,1011.91,519.0,1.3,10388.0,1,8.08,-2.66,0.0,30.05,24.47
2016-02-02,"Yangon, Myanmar",Yangon International Airport (VYYY),24.47,19.88,29.61,21.76,80.0,0.0,0,260.0,10.38,10.98,1011.97,456.0,1.9,10663.0,1,9.73,0.06,0.0,30.05,26.03
2016-02-03,"Yangon, Myanmar",Yangon International Airport (VYYY),26.03,22.19,31.26,22.66,79.1,0.0,0,219.0,6.04,8.35,1008.76,395.0,0.9,9010.0,1,9.07,-3.22,0.0,0.0,23.88
2016-02-04,"Yangon, Myanmar",Yangon International Airport (VYYY),23.88,19.2,28.03,18.61,78.1,0.0,0,153.0,6.09,16.85,1016.45,325.0,1.9,8566.0,1,8.83,7.69,0.0,0.0,24.9
2016-02-05,"Yangon, Myanmar",Yangon International Airport (VYYY),24.9,21.53,30.09,21.84,82.1,0.0,0,196.0,6.66,9.1,1013.3,499.0,0.7,10092.0,1,8.56,-3.15,0.0,0.0,24.03
2016-02-06,"Yangon, Myanmar",Yangon International Airport (VYYY),24.03,20.8,28.28,20.42,80.3,0.0,0,222.0,6.94,14.99,1013.34,555.0,4.1,11366.0,3,7.48,0.03,0.0,0.0,25.49
2016-02-07,"Yangon, Myanmar",Yangon International Airport (VYYY),25.49,21.49,28.66,21.61,79.2,0.0,0,178.0,7.31,8.68,1013.14,535.0,2.4,11702.0,1,7.17,-0.2,0.0,0.0,24.05
2016-02-08,"Yangon, Myanmar",Yangon International Airport (VYYY),24.05,19.88,28.72,20.29,71.4,0.0,0,241.0,6.01,6.56,1014.64,417.0,0.5,9462.0,1,8.84,1.5,0.0,0.0,24.86
2016-02-09,"Yangon, Myanmar",Yangon International Airport (VYYY),24.86,20.87,28.83,23.35,74.6,0.0,0,227.0,7.97,9.24,1014.19,466.0,1.5,11228.0,1,7.96,-0.45,0.0,0.0,25.44
2016-02-10,"Yangon, Myanmar",Yangon International Airport (VYYY),25.44,21.23,29.91,22.46,86.0,0.0,0,178.0,7.19,9.21,1011.53,294.0,0.9,10978.0,1,8.68,-2.66,0.0,0.0,23.17
2016-02-11,"Yangon, Myanmar",Yangon International Airport (VYYY),23.17,19.36,28.64,19.78,76.9,34.45,0,199.0,5.0,7.91,1010.67,571.0,2.7,4903.0,25,9.28,-0.86,34.45,34.45,23.85
2016-02-12,"Yangon, Myanmar",Yangon International Airport (VYYY),23.85,19.64,28.73,21.49,81.4,0.0,0,152.0,7.82,8.11,1006.47,464.0,2.1,12095.0,1,9.09,-4.2,34.45,34.45,24.33
2016-02-13,"Yangon, Myanmar",Yangon International Airport (VYYY),24.33,21.12,29.42,20.08,75.8,0.0,0,164.0,5.83,,1015.08,509.0,0.7,11896.0,1,8.3,8.61,34.45,34.45,25.21
2016-02-14,"Yangon, Myanmar",Yangon International Airport (VYYY),25.21,21.7,29.14,21.1,86.4,,0,197.0,8.6,13.0,1014.77,469.0,0.2,10359.0,1,7.43,-0.3,0.0,34.45,24.02
2016-02-15,"Yangon, Myanmar",Yangon International Airport (VYYY),24.02,19.64,28.79,21.16,78.6,0.0,0,190.0,7.33,7.46,1012.85,581.0,2.1,10361.0,1,9.15,-1.93,0.0,34.45,24.08
2016-02-16,"Yangon, Myanmar",Yangon International Airport (VYYY),24.08,19.31,28.31,20.79,81.1,0.0,0,206.0,7.19,8.85,1017.41,471.0,1.4,9635.0,1,9.0,4.56,0.0,34.45,25.68
2016-02-17,"Yangon, Myanmar",Yangon International Airport (VYYY),25.68,22.29,31.04,22.23,80.8,0.0,0,172.0,10.71,21.07,1011.66,452.0,0.6,11251.0,1,8.74,-5.75,0.0,34.45,27.67
2016-02-18,"Yangon, Myanmar",Yangon International Airport (VYYY),27.67,23.22,31.94,23.13,65.9,0.0,0,265.0,2.68,3.51,1014.43,400.0,2.4,10031.0,1,8.72,2.77,0.0,0.0,24.76
2016-02-19,"Yangon, Myanmar",Yangon International Airport (VYYY),24.76,20.19,30.17,21.07,76.1,0.0,0,156.0,10.05,13.68,1010.68,506.0,2.7,12125.0,1,9.98,-3.75,0.0,0.0,23.08
2016-02-20,"Yangon, Myanmar",Yangon International Airport (VYYY),23.08,19.44,28.09,19.77,87.0,0.0,0,171.0,9.48,10.53,1014.45,456.0,3.3,10612.0,1,8.64,3.77,0.0,0.0,24.31
2016-02-21,"Yangon, Myanmar",Yangon International Airport (VYYY),24.31,19.96,27.66,21.34,76.5,,0,187.0,6.13,6.75,1012.01,434.0,3.6,8142.0,1,7.7,-2.44,0.0,0.0,26.84
2016-02-22,"Yangon, Myanmar",Yangon International Airport (VYYY),26.84,23.63,32.72,21.64,85.1,0.0,0,233.0,7.39,9.53,1012.5,572.0,2.7,10651.0,1,9.09,0.49,0.0,0.0,24.28
2016-02-23,"Yangon, Myanmar",Yangon International Airport (VYYY),24.28,20.53,27.34,21.71,78.1,0.0,0,91.0,6.18,9.47,1016.7,466.0,1.5,10949.0,1,6.81,4.2,0.0,0.0,24.81
2016-02-24,"Yangon, Myanmar",Yangon International Airport (VYYY),24.81,20.24,28.9,21.16,73.8,0.0,0,229.0,6.47,7.73,1015.97,497.0,2.8,10043.0,1,8.66,-0.73,0.0,0.0,24.5
2016-02-25,"Yangon, Myanmar",Yangon International Airport (VYYY),24.5,19.29,28.87,21.4,81.3,,0,130.0,4.21,8.8,1013.96,566.0,2.1,11548.0,1,9.58,-2.02,0.0,0.0,25.82
2016-02-26,"Yangon, Myanmar",Yangon International Airport (VYYY),25.82,21.64,30.95,23.52,77.1,0.0,0,178.0,8.58,15.3,1020.03,451.0,3.5,10509.0,1,9.31,6.07,0.0,0.0,24.68
2016-02-27,"Yangon, Myanmar",Yangon International Airport (VYYY),24.68,21.09,30.05,21.91,76.0,0.0,0,118.0,8.4,12.2,1015.32,392.0,1.7,10298.0,1,8.96,-4.71,0.0,0.0,24.17
2016-02-28,"Yangon, Myanmar",Yangon International Airport (VYYY),24.17,20.54,28.4,21.64,77.3,0.0,0,212.0,11.1,12.41,1010.85,502.0,1.8,10045.0,1,7.86,-4.47,0.0,0.0,24.5
2016-02-29,"Yangon, Myanmar",Yangon International Airport (VYYY),24.5,20.8,29.97,23.07,71.7,0.0,0,253.0,8.21,8.63,1009.28,502.0,3.0,10097.0,1,9.17,-1.56,0.0,0.0,25.15
2016-03-01,"Yangon, Myanmar",Yangon International Airport (VYYY),25.15,22.15,31.53,21.64,66.6,12.38,0,288.0,7.63,10.5,1014.58,413.0,3.6,9005.0,8,9.38,5.3,12.38,12.38,24.17
2016-03-02,"Yangon, Myanmar",Yangon International Airport (VYYY),24.17,20.03,27.92,19.36,77.5,0.0,0,245.0,7.73,8.55,1011.11,501.0,2.5,8920.0,1,7.88,-3.47,12.38,12.38,25.46
2016-03-03,"Yangon, Myanmar",Yangon International Airport (VYYY),25.46,21.42,30.46,21.14,80.6,0.0,0,335.0,6.32,18.11,1012.24,499.0,1.9,11360.0,1,9.04,1.13,12.38,12.38,25.42
2016-03-04,"Yangon, Myanmar",Yangon International Airport (VYYY),25.42,21.15,29.23,21.33,78.5,0.0,0,192.0,8.37,8.85,1010.03,415.0,2.1,9907.0,1,8.08,-2.22,0.0,12.38,25.36
2016-03-05,"Yangon, Myanmar",Yangon International Airport (VYYY),25.36,22.55,30.29,22.07,79.1,0.0,0,236.0,8.61,8.7,1012.73,530.0,2.1,10181.0,1,7.74,2.7,0.0,12.38,24.99
2016-03-06,"Yangon, Myanmar",Yangon International Airport (VYYY),24.99,21.25,29.56,21.51,74.0,0.0,0,222.0,6.81,8.68,1010.78,360.0,3.8,11732.0,1,8.31,-1.95,0.0,12.38,24.71
2016-03-07,"Yangon, Myanmar",Yangon International Airport (VYYY),24.71,20.48,29.91,23.26,83.0,0.0,0,164.0,8.94,15.99,1012.88,495.0,1.5,12015.0,1,9.43,2.1,0.0,12.38,25.51
2016-03-08,"Yangon, Myanmar",Yangon International Airport (VYYY),25.51,22.82,31.87,23.65,75.5,0.0,0,183.0,7.54,8.79,1013.54,405.0,3.3,9784.0,1,9.06,0.66,0.0,0.0,24.28
2016-03-09,"Yangon, Myanmar",Yangon International Airport (VYYY),24.28,19.96,29.06,21.52,74.1,0.0,0,288.0,9.37,10.64,1007.09,539.0,0.6,9778.0,1,9.1,-6.45,0.0,0.0,25.83
2016-03-10,"Yangon, Myanmar",Yangon International Airport (VYYY),25.83,22.81,31.23,21.93,82.4,0.0,0,210.0,4.9,8.69,1013.57,534.0,2.6,9814.0,1,8.41,6.49,0.0,0.0,24.31
2016-03-11,"Yangon, Myanmar",Yangon International Airport (VYYY),24.31,20.2,28.51,20.78,78.2,0.0,0,240.0,8.76,10.84,1013.69,489.0,0.8,12183.0,1,8.31,0.11,0.0,0.0,26.56
2016-03-12,"Yangon, Myanmar",Yangon International Airport (VYYY),26.56,22.28,31.31,25.17,83.4,0.0,0,173.0,8.12,12.66,1014.55,466.0,4.2,11245.0,3,9.03,0.86,0.0,0.0,26.91
2016-03-13,"Yangon, Myanmar",Yangon International Airport (VYYY),26.91,23.73,31.09,24.32,77.0,0.0,0,174.0,9.79,16.22,1010.39,465.0,2.7,10409.0,1,7.36,-4.15,0.0,0.0,26.19
2016-03-14,"Yangon, Myanmar",Yangon International Airport (VYYY),26.19,21.35,30.91,24.42,78.5,,0,189.0,7.08,7.38,1011.86,414.0,1.5,10561.0,1,9.56,1.47,0.0,0.0,25.38
2016-03-15,"Yangon, Myanmar",Yangon International Airport (VYYY),25.38,20.54,30.05,21.83,66.7,0.0,0,281.0,6.39,7.13,1010.93,482.0,0.9,9493.0,1,9.51,-0.93,0.0,0.0,25.58
2016-03-16,"Yangon, Myanmar",Yangon International Airport (VYYY),25.58,21.48,29.78,21.9,78.1,0.0,0,163.0,3.8,9.68,1014.83,440.0,3.2,9797.0,1,8.3,3.9,0.0,0.0,25.69
2016-03-17,"Yangon, Myanmar",Yangon International Airport (VYYY),25.69,21.78,29.48,23.89,81.2,0.0,0,254.0,4.77,10.85,1010.29,478.0,4.0,10043.0,1,7.71,-4.54,0.0,0.0,26.61
2016-03-18,"Yangon, Myanmar",Yangon International Airport (VYYY),26.61,22.54,31.34,23.5,77.6,0.0,0,207.0,9.05,11.32,1009.59,424.0,2.1,9992.0,1,8.8,-0.7,0.0,0.0,26.3
2016-03-19,"Yangon, Myanmar",Yangon International Airport (VYYY),26.3,23.05,30.5,23.33,70.4,0.0,0,180.0,9.48,10.51,1011.6,484.0,3.5,9647.0,1,7.45,2.01,0.0,0.0,26.28
2016-03-20,"Yangon, Myanmar",Yangon International Airport (VYYY),26.28,22.42,30.78,22.3,77.9,0.0,0,125.0,5.35,6.07,1012.03,412.0,1.8,10604.0,1,8.36,0.43,0.0,0.0,25.95
2016-03-21,"Yangon, Myanmar",Yangon International Airport (VYYY),25.95,22.66,31.11,21.85,69.1,0.0,0,226.0,7.22,9.74,1015.05,466.0,1.8,10749.0,1,8.45,3.02,0.0,0.0,25.31
2016-03-22,"Yangon, Myanmar",Yangon International Airport (VYYY),25.31,21.7,30.95,22.54,77.1,,0,257.0,6.13,10.66,1012.41,364.0,4.3,6781.0,8,9.26,-2.64,19.43,19.43,26.26
2016-03-23,"Yangon, Myanmar",Yangon International Airport (VYYY),26.26,21.67,30.89,22.41,74.6,0.0,0,244.0,5.74,7.87,1011.47,314.0,3.3,9823.0,1,9.21,-0.95,19.43,19.43,27.7
2016-03-24,"Yangon, Myanmar",Yangon International Airport (VYYY),27.7,23.3,31.11,23.95,79.1,0.0,0,303.0,5.7,8.83,1013.79,516.0,3.0,10675.0,1,7.81,2.32,19.43,19.43,24.74
2016-03-25,"Yangon, Myanmar",Yangon International Airport (VYYY),24.74,21.11,29.1,22.89,85.5,0.0,0,236.0,8.89,9.76,1011.52,405.0,2.0,9402.0,1,7.98,-2.27,0.0,19.43,26.26
2016-03-26,"Yangon, Myanmar",Yangon International Airport (VYYY),26.26,22.76,31.21,22.92,80.9,0.0,0,194.0,4.44,6.29,1007.71,580.0,4.5,8344.0,3,8.45,-3.81,0.0,19.43,23.96
2016-03-27,"Yangon, Myanmar",Yangon International Airport (VYYY),23.96,20.18,28.45,20.65,84.5,0.0,0,200.0,10.82,11.71,1014.18,460.0,2.6,8632.0,1,8.27,6.47,0.0,19.43,26.68
2016-03-28,"Yangon, Myanmar",Yangon International Airport (VYYY),26.68,23.32,31.07,24.98,81.2,0.0,0,110.0,10.89,13.36,1011.19,415.0,2.9,,1,7.75,-2.99,0.0,19.43,25.97
2016-03-29,"Yangon, Myanmar",Yangon International Airport (VYYY),25.97,22.0,31.07,21.18,80.2,0.0,0,147.0,8.58,10.53,1011.22,574.0,3.2,9977.0,1,9.07,0.04,0.0,0.0,25.96
2016-03-30,"Yangon, Myanmar",Yangon International Airport (VYYY),25.96,22.84,31.12,23.15,74.4,0.0,0,256.0,9.34,10.16,1006.3,337.0,2.8,9053.0,1,8.28,-4.92,0.0,0.0,28.06
2016-03-31,"Yangon, Myanmar",Yangon International Airport (VYYY),28.06,24.62,32.04,25.44,78.9,0.0,0,212.0,10.85,13.15,1011.52,333.0,2.4,8111.0,1,7.42,5.21,0.0,0.0,26.95
2016-04-01,"Yangon, Myanmar",Yangon International Airport (VYYY),26.95,23.92,32.13,23.89,83.1,0.0,0,167.0,8.84,13.77,1012.28,275.0,4.2,7842.0,3,8.21,0.76,0.0,0.0,26.04
2016-04-02,"Yangon, Myanmar",Yangon International Airport (VYYY),26.04,22.13,30.67,20.95,77.5,0.0,0,159.0,7.99,12.54,1007.06,434.0,5.3,7218.0,3,8.54,-5.22,0.0,0.0,27.41
2016-04-03,"Yangon, Myanmar",Yangon International Airport (VYYY),27.41,23.58,32.3,24.44,81.5,0.0,0,202.0,12.08,15.37,1017.59,396.0,4.7,9227.0,3,8.72,10.53,0.0,0.0,26.08
2016-04-04,"Yangon, Myanmar",Yangon International Airport (VYYY),26.08,22.43,31.2,23.46,75.9,0.0,0,115.0,6.87,13.48,1008.12,452.0,3.9,8099.0,1,8.77,-9.47,0.0,0.0,27.29
2016-04-05,"Yangon, Myanmar",Yangon International Airport (VYYY),27.29,23.99,31.86,26.22,84.4,0.0,0,158.0,7.93,8.84,1009.97,345.0,5.4,8123.0,3,7.88,1.86,0.0,0.0,28.48
2016-04-06,"Yangon, Myanmar",Yangon International Airport (VYYY),28.48,24.29,33.48,23.8,79.9,0.0,0,296.0,8.96,11.36,1008.55,366.0,3.1,7995.0,1,9.19,-1.43,0.0,0.0,28.35
2016-04-07,"Yangon, Myanmar",Yangon International Airport (VYYY),28.35,24.47,33.98,27.0,89.9,0.0,0,270.0,9.55,11.98,1008.17,329.0,1.5,8397.0,1,9.52,-0.37,0.0,0.0,26.5
2016-04-08,"Yangon, Myanmar",Yangon International Airport (VYYY),26.5,22.62,30.75,21.85,83.8,8.08,0,228.0,9.15,14.4,1008.92,315.0,3.8,6498.0,7,8.13,0.74,8.08,8.08,25.9
2016-04-09,"Yangon, Myanmar",Yangon International Airport (VYYY),25.9,22.11,31.08,21.56,83.9,23.63,0,238.0,12.26,12.65,1007.99,428.0,5.8,5266.0,8,8.97,-0.93,31.71,31.71,26.37
2016-04-10,"Yangon, Myanmar",Yangon International Airport (VYYY),26.37,22.5,32.13,23.17,80.9,12.34,0,222.0,7.69,8.55,1013.33,362.0,6.5,7797.0,8,9.63,5.34,44.05,44.05,28.07
2016-04-11,"Yangon, Myanmar",Yangon International Airport (VYYY),28.07,25.06,33.46,26.1,83.2,0.0,0,222.0,7.32,12.55,1011.7,468.0,3.3,9047.0,1,8.4,-1.63,35.97,44.05,25.85
2016-04-12,"Yangon, Myanmar",Yangon International Airport (VYYY),25.85,22.15,31.11,21.97,83.2,0.0,0,316.0,7.35,7.92,1010.36,159.0,4.0,8990.0,1,8.96,-1.34,12.34,44.05,27.77
2016-04-13,"Yangon, Myanmar",Yangon International Airport (VYYY),27.77,24.5,33.28,24.52,85.1,0.0,0,221.0,6.75,9.69,1012.58,364.0,4.6,8915.0,3,8.78,2.22,0.0,44.05,27.38
2016-04-14,"Yangon, Myanmar",Yangon International Airport (VYYY),27.38,23.95,32.84,26.58,89.8,0.0,0,179.0,10.83,12.11,1011.22,407.0,4.6,8641.0,3,8.89,-1.36,0.0,44.05,25.64
2016-04-15,"Yangon, Myanmar",Yangon International Airport (VYYY),25.64,21.51,31.74,23.33,86.6,0.0,0,239.0,7.57,11.22,1008.56,316.0,3.2,6933.0,1,10.22,-2.66,0.0,35.97,27.39
2016-04-16,"Yangon, Myanmar",Yangon International Airport (VYYY),27.39,23.38,32.16,23.32,86.2,0.0,0,265.0,9.73,13.29,1009.33,282.0,5.1,8442.0,3,8.78,0.76,0.0,12.34,26.99
2016-04-17,"Yangon, Myanmar",Yangon International Airport (VYYY),26.99,22.84,31.36,24.4,78.8,0.0,0,270.0,10.25,10.6,1010.58,369.0,5.0,8808.0,3,8.52,1.25,0.0,0.0,28.47
2016-04-18,"Yangon, Myanmar",Yangon International Airport (VYYY),28.47,23.75,33.39,25.73,78.1,2.46,0,190.0,4.93,6.64,1009.87,246.0,6.5,6124.0,7,9.65,-0.71,2.46,2.46,28.0
2016-04-19,"Yangon, Myanmar",Yangon International Airport (VYYY),28.0,24.0,32.35,25.0,77.9,6.89,0,196.0,10.17,12.03,1013.55,329.0,5.5,6428.0,7,8.35,3.68,9.35,9.35,27.23
2016-04-20,"Yangon, Myanmar",Yangon International Airport (VYYY),27.23,23.69,32.04,24.43,77.5,0.0,0,225.0,9.81,14.59,1009.25,146.0,4.1,8911.0,3,8.35,-4.3,9.35,9.35,28.33
2016-04-21,"Yangon, Myanmar",Yangon International Airport (VYYY),28.33,24.65,32.79,26.85,83.1,3.44,0,207.0,9.59,11.05,1011.24,397.0,3.9,9361.0,7,8.14,1.98,10.33,12.8,28.52
2016-04-22,"Yangon, Myanmar",Yangon International Airport (VYYY),28.52,24.59,33.32,26.0,95.1,0.0,0,209.0,6.71,9.47,1014.35,,6.4,8035.0,4,8.73,3.12,3.44,12.8,29.89
2016-04-23,"Yangon, Myanmar",Yangon International Airport (VYYY),29.89,25.02,34.95,26.3,84.8,14.3,0,225.0,10.2,,1010.01,250.0,7.0,6437.0,8,9.93,-4.34,17.74,27.09,26.79
2016-04-24,"Yangon, Myanmar",Yangon International Airport (VYYY),26.79,22.46,31.02,23.81,92.8,0.0,0,278.0,11.93,12.47,1007.17,334.0,4.3,7856.0,3,8.56,-2.84,14.3,27.09,26.77
2016-04-25,"Yangon, Myanmar",Yangon International Airport (VYYY),26.77,22.87,32.16,23.61,87.5,21.01,0,191.0,6.92,9.42,1010.97,192.0,4.1,5774.0,8,9.29,3.8,35.31,45.64,27.23
2016-04-26,"Yangon, Myanmar",Yangon International Airport (VYYY),27.23,23.34,31.79,22.84,82.1,0.0,0,218.0,9.26,12.99,1011.78,302.0,6.8,6210.0,4,8.44,0.82,21.01,38.75,27.2
2016-04-27,"Yangon, Myanmar",Yangon International Airport (VYYY),27.2,23.69,33.16,22.95,86.5,12.19,0,191.0,9.74,13.17,1006.68,333.0,3.5,5520.0,8,9.47,-5.1,33.2,50.94,28.4
2016-04-28,"Yangon, Myanmar",Yangon International Airport (VYYY),28.4,24.73,32.19,23.04,85.3,0.0,0,209.0,10.31,14.48,1011.08,284.0,,9063.0,3,7.47,4.4,12.19,47.5,28.74
2016-04-29,"Yangon, Myanmar",Yangon International Airport (VYYY),28.74,24.67,33.96,25.05,85.0,21.44,0,196.0,8.18,17.73,1006.51,330.0,4.3,4888.0,8,9.3,-4.57,33.63,68.94,28.42
2016-04-30,"Yangon, Myanmar",Yangon International Airport (VYYY),28.42,25.31,33.81,27.46,81.6,13.59,0,220.0,6.46,8.9,1009.18,325.0,4.8,6116.0,8,8.5,2.67,35.02,68.23,26.88
2016-05-01,"Yangon, Myanmar",Yangon International Airport (VYYY),26.88,23.41,32.22,23.22,86.5,21.35,0,193.0,6.24,8.19,1008.05,259.0,7.2,6296.0,8,8.81,-1.13,56.37,89.57,27.74
2016-05-02,"Yangon, Myanmar",Yangon International Airport (VYYY),27.74,23.99,33.08,24.7,86.4,54.37,0,290.0,10.65,13.92,1008.67,202.0,5.0,909.0,25,9.09,0.61,89.3,122.94,28.55
2016-05-03,"Yangon, Myanmar",Yangon International Airport (VYYY),28.55,24.01,33.59,25.94,73.6,0.0,0,176.0,13.46,13.59,1008.3,230.0,5.8,4325.0,3,9.58,-0.36,75.72,122.94,28.49
